PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P01181,Chrompet,1187,10-11-2012,1,1,1,3,Family,Yes,15-11-1992,Others,NoSewr ,Paved,RH,3.9,2.1,4.2,3.27,284281,107831,9802790
P01709,KK Nagar,1361,23-02-2012,16,2,1,4,AdjLand,No,01-03-1984,Others,NoSeWa,Gravel,RM,2.7,2.8,3.4,3.01,401999,120600,10049980
P06814,Chrompet,999,15-05-2009,70,1,1,3,Partial,Yes,20-05-1990,Others,NoSeWa,No Access,RM,4.1,3.4,2.4,3.31,252771,74895,9361880
P08662,Chrompet,1020,01-10-2007,95,1,1,3,Partial,No,04-10-1995,Commercial,NoSewr ,Paved,RL,3.3,5,3.3,3.98,337288,72276,12046000
P09571,Velachery,1651,28-09-2006,57,2,1,4,AbNormal,No,30-09-1999,Commercial,NoSeWa,Paved,A,3,4,3.3,3.54,423554,145218,12101540
P06318,Karapakkam,508,14-09-2009,34,1,1,2,AbNormal,No,21-09-1983,Commercial,NoSeWa,Paved,RM,3.6,4.7,5,4.49,213735,142490,7124500
P08227,Adyar,812,17-03-2008,69,1,1,3,AdjLand,Yes,26-03-1972,Others,NoSeWa,Gravel,I,2.5,4.3,4.9,4.06,267218,103439,8619940
P05134,Karapakkam,1697,23-04-2010,58,2,2,4,Family,No,04-05-1967,Commercial,NoSeWa,Paved,I,3.6,4.3,2.5,3.37,472366,186749,10985250
P02562,Adyar,1063,11-09-2011,28,1,1,3,Family,Yes,14-09-1996,Others,ELO,Paved,A,2.1,2.9,4.1,3.26,293859,115997,7733125
P06145,Karapakkam,635,13-10-2009,20,1,1,2,AdjLand,Yes,22-10-1975,House,AllPub,No Access,RM,4.4,3,5,4.22,285565,104475,6965000
P09054,T Nagar,1540,30-04-2007,70,1,1,4,Partial,No,01-05-2001,Commercial,NoSeWa,Gravel,RH,2.5,4.1,4.3,3.71,557959,174362,17436220
P08313,Chrompet,1123,17-02-2008,104,1,1,3,Family,Yes,22-02-1986,Commercial,NoSewr ,Gravel,RH,2.7,4.1,2.5,3.2,367386,176890,13606900
P01762,Chrompet,774,12-02-2012,2,1,1,2,Normal Sale,No,17-02-1992,House,ELO,Gravel,RH,3.7,2.9,2.1,2.9,226288,102858,6857200
P03939,Chrompet,816,08-12-2010,117,1,1,3,AbNormal,Yes,12-12-1995,Others,NoSeWa,No Access,RH,3.1,2,3.7,2.84,220289,53173,7596170
P01318,Chrompet,814,11-08-2012,4,1,1,3,AbNormal,Yes,16-08-1993,House,NoSewr ,No Access,RM,3.8,2.5,4.4,3.46,228432,50763,8460450
P00697,Chrompet,1241,11-10-2013,156,2,1,4,Family,No,13-10-2006,Others,ELO,Paved,RM,2.1,4,4.3,3.52,334529,83632,10454020
P09999,Velachery,1768,08-04-2004,173,2,1,4,Normal Sale,No,19-04-1960,Others,ELO,Paved,RM,3.2,4.1,2.8,3.49,333851,73030,10432830
P00501,Chrompet,786,18-02-2014,98,1,1,2,Partial,Yes,28-02-1976,Others,NoSewr ,Paved,RH,2.9,2.2,2.2,2.41,191940,59059,7382320
P05736,Anna Nagar,1592,02-01-2010,138,1,1,4,Normal Sale,No,10-01-1980,House,NoSewr ,Paved,RH,3,2.9,3.8,3.295,360653,127289,10607450
P01145,Anna Nagar,1552,29-11-2012,18,1,1,4,Partial,No,10-12-1968,Commercial,NoSeWa,Gravel,RL,4.1,4.3,2.3,3.43,659679,121520,17359980
P05152,Chrompet,1220,19-04-2010,79,2,1,4,Family,No,24-04-1990,Commercial,ELO,No Access,RL,4.3,2.1,3.4,3.15,410035,140950,12813600
P07080,Velachery,1628,03-03-2009,114,2,1,4,AbNormal,Yes,06-03-1999,Others,NoSeWa,Paved,RL,2.1,3.3,2.1,2.64,416336,131474,10956200
P03779,Velachery,1787,12-01-2011,111,2,1,4,Normal Sale,Yes,19-01-1981,Commercial,NoSewr ,Paved,I,2.3,4.3,4.7,3.92,518728,177850,14820800
P09575,Velachery,1903,18-09-2006,2,3,2,5,Normal Sale,Yes,25-09-1979,Commercial,NoSeWa,Gravel,C,3.1,2.2,2.2,2.43,597725,245221,15326290
P01149,T Nagar,1989,27-11-2012,162,2,1,5,Partial,No,29-11-2005,Others,NoSewr ,Paved,RL,2.8,5,3.9,3.845,549478,130140,14459960
P02634,Velachery,1870,30-08-2011,175,3,2,5,AbNormal,Yes,05-09-1986,Others,ELO,Gravel,RH,3.6,2.6,4,3.27,415861,242586,11551700
P05584,Anna Nagar,1939,30-01-2010,176,2,1,5,AbNormal,No,06-02-1984,Commercial,AllPub,Paved,RM,5,3.2,3.4,3.91,675931,196238,21804220
P03286,Karapakkam,1261,19-04-2011,89,1,1,3,Family,No,21-04-2002,Commercial,ELO,Gravel,RM,4.1,3.9,3.2,3.68,430930,93174,11646750
P05915,Karapakkam,656,30-11-2009,112,1,1,2,AbNormal,No,02-12-2002,House,NoSewr ,No Access,A,4.3,2.2,4.1,3.59,138058,33014,3001250
P03144,Karapakkam,1661,18-05-2011,94,2,2,4,Normal Sale,Yes,19-05-2005,Others,NoSewr ,Paved,A,3.4,2.6,4.8,3.72,279926,143962,7997875
P06641,T Nagar,1972,09-07-2009,85,2,1,5,Family,Yes,19-07-1969,Commercial,ELO,Gravel,RM,3.3,3.5,4.5,3.89,802148,297941,22918500
P00525,Anna Nagar,1730,03-02-2014,180,1,1,4,Family,Yes,06-02-2002,Commercial,ELO,No Access,RL,2,2,4.6,3.04,738288,174858,19428640
P09399,Adyar,887,22-12-2006,131,1,1,3,Normal Sale,No,26-12-1991,Others,ELO,No Access,RH,3.2,2.9,4.4,3.74,251033,7383,7383325
P09980,Velachery,1673,26-05-2004,34,2,1,4,Partial,No,30-05-1991,Commercial,AllPub,Gravel,C,3.9,2.8,4.7,3.65,447855,263444,13172210
P09946,Velachery,1548,01-08-2004,111,2,1,4,AdjLand,Yes,12-08-1961,Others,ELO,No Access,RL,4.7,2.6,3.4,3.37,361661,97746,9774610
P05655,Adyar,1227,17-01-2010,128,2,2,4,AdjLand,Yes,21-01-1995,Others,NoSewr ,No Access,A,2.1,3.2,4.7,3.62,329959,130247,8683125
P08802,Chrompet,1004,13-08-2007,106,1,1,3,Family,Yes,19-08-1982,Others,ELO,Paved,RL,4.3,3.6,3.5,3.78,291426,65806,9400830
P05017,Anna Nagar,1509,17-05-2010,96,1,1,4,AbNormal,Yes,22-05-1990,Others,ELO,Gravel,RM,4.8,3.6,2.9,3.74,517455,83912,13985270
P09300,Chrompet,1092,26-01-2007,80,1,1,3,AdjLand,Yes,05-02-1967,Commercial,NoSewr ,Paved,RL,3.2,4.6,2.3,3.49,381035,217734,13608400
P08931,Anna Nagar,1982,14-06-2007,75,2,1,5,Family,Yes,19-06-1984,House,NoSewr ,No Access,RH,3.8,3.9,2.6,3.345,444983,139852,12713810
P09182,Chrompet,1217,06-03-2007,97,2,1,4,AdjLand,Yes,10-03-1988,Others,NoSeWa,Paved,RH,2.8,3.4,3,3.1,279146,144742,10338740
P07133,Velachery,1649,11-02-2009,170,2,1,4,AdjLand,Yes,24-02-1960,House,ELO,Paved,C,4.6,2.6,2.4,3.04,309942,97877,8156380
P04178,Karapakkam,592,21-10-2010,109,1,1,2,Family,No,31-10-1971,House,NoSewr ,No Access,C,4.7,2,4,3.61,137065,39162,2797250
P05067,Chrompet,1237,05-05-2010,99,2,1,4,AdjLand,No,07-05-2003,Commercial,AllPub,No Access,RL,4.2,2.9,3.8,3.56,376317,209065,13937650
P04275,Adyar,1156,02-10-2010,191,1,1,3,Partial,No,12-10-1971,Commercial,NoSewr ,No Access,I,3.9,2.6,3.2,3.29,440325,101613,11290385
P01312,Chrompet,992,14-08-2012,91,1,1,3,Normal Sale,Yes,18-08-1999,Commercial,ELO,Gravel,RL,4.2,4.8,4.8,4.62,363689,188579,13469950
P06188,Karapakkam,1302,08-10-2009,143,1,1,3,AdjLand,No,20-10-1960,Others,AllPub,No Access,RL,3.1,2.1,3.8,3.08,303786,72330,7233000
P08771,Anna Nagar,1796,27-08-2007,120,1,1,4,AdjLand,No,02-09-1981,Others,NoSeWa,Gravel,RH,4.9,2.2,4.3,3.985,403967,175052,13465550
P08743,Chrompet,1001,04-09-2007,18,1,1,3,Partial,No,11-09-1976,House,NoSewr ,Paved,RL,3.3,4.1,2.4,3.35,246018,23064,7688050
P00874,Anna Nagar,1930,03-06-2013,161,2,1,5,AdjLand,Yes,06-06-2001,House,AllPub,No Access,RH,2.9,2.6,4.2,3.345,413732,173500,13346190
P06001,Karapakkam,1530,12-11-2009,134,2,2,4,Normal Sale,Yes,18-11-1986,Others,ELO,Paved,I,4.6,4.9,2.4,3.81,383640,125100,8340000
P00857,Anna Nagar,1819,13-06-2013,83,2,1,5,Family,Yes,17-06-1998,Others,NoSewr ,Paved,RL,4.8,2,2.7,3.26,494451,276311,14542670
P00118,T Nagar,1502,02-12-2014,54,1,1,4,Partial,No,12-12-1973,Others,NoSeWa,No Access,RL,2.1,2.7,4.5,3.33,296066,74016,10573780
P08356,Anna Nagar,1781,02-02-2008,70,1,1,4,Normal Sale,Yes,04-02-2000,Others,NoSeWa,Paved,RL,2.4,4.6,2,2.79,561143,100718,14388290
P02096,Adyar,1132,11-12-2011,86,1,1,3,AbNormal,No,18-12-1980,House,NoSewr ,Paved,A,3.5,4.2,2.2,2.99,204175,95707,6380465
P08513,Adyar,833,02-12-2007,184,1,1,3,AbNormal,Yes,03-12-2001,Others,NoSewr ,No Access,RH,3.4,3.3,2.4,2.88,267337,16709,8354290
P01499,Adyar,1223,30-03-2012,144,2,2,4,AbNormal,No,04-04-1992,Others,AllPub,Paved,RM,2.3,2.8,2.6,2.55,384251,98807,10978600
P07462,Anna Nagar,1738,03-11-2008,200,1,1,4,Partial,No,09-11-1985,Others,AllPub,Gravel,RL,2.1,2.1,3.9,2.82,505142,172812,13293200
P00039,Chrompet,1057,25-01-2015,58,1,1,3,Partial,No,03-02-1980,House,NoSewr ,Paved,RH,3.1,3.9,3.9,3.66,231803,94170,7243850
P04088,Karapakkam,671,10-11-2010,31,1,1,2,Normal Sale,No,18-11-1979,House,NoSewr ,Paved,RM,2,3.4,3.2,2.9,227985,86265,6161750
P08309,Chrompet,1072,19-02-2008,148,1,1,3,AdjLand,Yes,23-02-1991,Commercial,ELO,No Access,RH,2.5,3.5,3.6,3.23,361286,186872,12458150
P05904,Karapakkam,1375,01-12-2009,38,2,2,4,AdjLand,Yes,08-12-1983,House,NoSewr ,No Access,I,2.6,3.1,2.3,2.63,339936,56656,7082000
P07104,Chrompet,1122,25-02-2009,77,1,1,3,Normal Sale,Yes,06-03-1973,Others,AllPub,No Access,RH,5,4.7,3.7,4.49,251472,152679,8981140
P05885,KK Nagar,1526,05-12-2009,77,2,1,4,AbNormal,Yes,10-12-1990,House,NoSewr ,Gravel,RM,4.4,2.6,5,4.1,538127,263572,10982180
P05920,Adyar,614,30-11-2009,36,1,1,2,AdjLand,Yes,06-12-1987,House,NoSeWa,Paved,A,2.5,4.3,4.8,4.01,194501,68648,5720630
P08857,Adyar,1192,23-07-2007,90,1,1,3,AbNormal,Yes,28-07-1987,House,NoSeWa,No Access,A,2.3,3.3,2.4,2.55,217211,35034,7006800
P02684,Karapakkam,1220,18-08-2011,134,1,1,3,AbNormal,Yes,20-08-2001,Others,NoSeWa,No Access,A,3.1,4.7,3.8,3.86,267766,110599,5821000
P04288,Anna Nagar,1970,30-09-2010,75,2,1,5,AdjLand,No,03-10-1999,Other,NoSeWa,Gravel,RM,3.7,2.3,2.9,3.03,538751,142611,15845620
P07840,KK Nagar,1315,17-07-2008,94,1,1,3,AdjLand,Yes,23-07-1987,Commercial,AllPub,Paved,RH,4.8,4.6,3.7,4.3,572104,114421,12713420
P07099,Chrompet,705,26-02-2009,145,1,1,2,AdjLand,Yes,29-02-2000,Commercial,AllPub,Gravel,RM,4.4,4.7,2.5,3.95,359947,136531,12411950
P00245,Chrompet,1222,29-08-2014,98,2,1,4,Partial,No,05-09-1985,Commercial,NoSewr ,Paved,RM,4.7,2.2,3.8,3.43,348274,125379,13930950
P07029,Anna Nagar,1836,17-03-2009,39,2,1,5,AbNormal,No,26-03-1975,Commercial,NoSeWa,Paved,RH,4.8,2,4.4,3.94,656080,96482,19296480
P03519,Karapakkam,739,10-03-2011,121,1,1,2,Normal Sale,Yes,12-03-2000,Commercial,ELO,Gravel,RM,3,2.5,4.1,3.29,447896,218972,9953250
P01628,Karapakkam,1430,07-03-2012,189,2,2,4,Family,No,10-03-2002,House,ELO,No Access,RH,2.5,2.5,2.5,2.5,202446,143671,6530500
P03235,Velachery,1901,29-04-2011,89,3,2,5,Family,Yes,03-05-1993,House,AllPub,Gravel,RM,3.3,3.3,2.5,3.06,428679,257207,12247960
P09809,Velachery,1630,27-05-2005,72,2,1,4,AdjLand,Yes,08-06-1956,Others,NoSewr ,No Access,RH,3,2.4,3.5,2.88,303753,170861,9492280
P03386,Velachery,1798,05-04-2011,188,2,1,4,Normal Sale,Yes,15-04-1969,Others,NoSewr ,Paved,RH,3.6,3.9,4.2,3.92,362052,223620,10648590
P02477,Chrompet,900,27-09-2011,186,1,1,3,Partial,No,05-10-1979,Others,NoSewr ,Paved,RL,3.8,4.9,2.7,3.91,243505,117825,7855000
P09043,T Nagar,1911,04-05-2007,169,2,1,5,Partial,Yes,13-05-1968,Commercial,ELO,Paved,RL,4.4,3.4,4.3,4.105,592024,190294,21143730
P01835,Karapakkam,659,30-01-2012,128,1,1,2,AdjLand,Yes,03-02-1994,Others,NoSewr ,No Access,A,2.2,3.1,4.1,3.23,212911,108628,4345125
P06904,Adyar,714,22-04-2009,115,1,1,2,Family,Yes,28-04-1986,Commercial,ELO,Gravel,A,2.8,4.9,2.2,2.92,351194,105358,8779845
P00963,Chrompet,703,04-04-2013,137,1,1,2,Partial,Yes,14-04-1974,House,ELO,No Access,RH,3.3,4.3,4.1,3.94,191253,17930,5976650
P02156,Karapakkam,565,27-11-2011,51,1,1,2,Family,Yes,02-12-1991,Others,NoSewr ,No Access,I,2.9,2.6,3.7,3.13,169413,53244,4840375
P00006,Chrompet,1151,16-02-2015,7,1,1,3,Partial,No,21-02-1994,House,NoSewr ,Gravel,RH,4.9,3,3.1,3.6,217114,25052,8350550
P02579,Anna Nagar,1541,08-09-2011,194,1,1,4,AdjLand,No,13-09-1990,Others,AllPub,Paved,RM,4.3,4.1,3.6,3.97,372992,226460,13321150
P01158,Anna Nagar,1509,24-11-2012,109,1,1,4,Partial,Yes,02-12-1980,Others,NoSewr ,Gravel,RM,4.3,4.4,2,3.405,461844,108669,13583660
P03494,T Nagar,1706,17-03-2011,107,1,1,4,AdjLand,Yes,21-03-1992,House,AllPub,Paved,RL,4.9,4.4,4.8,4.73,450776,218558,13659880
P00642,Chrompet,983,12-11-2013,132,1,1,3,AdjLand,No,17-11-1993,House,NoSeWa,No Access,RM,3.7,2.2,4.5,3.34,257040,140957,8291600
P05867,Karapakkam,1189,07-12-2009,102,1,1,3,AdjLand,Yes,18-12-1964,Others,NoSewr ,Gravel,C,3.9,4.9,2.8,3.76,327561,152862,7279125
P03812,KK Nagar,2325,07-01-2011,17,4,2,6,Normal Sale,Yes,08-01-2005,Others,NoSewr ,Gravel,RH,2.1,3.2,4,3.19,495490,107133,13391620
P02858,Chrompet,1024,11-07-2011,74,1,1,3,AdjLand,Yes,19-07-1977,Commercial,NoSewr ,Gravel,RL,4.8,3,2.7,3.45,397216,205457,13697100
P05926,KK Nagar,1997,29-11-2009,28,3,2,5,Normal Sale,No,05-12-1987,Commercial,NoSewr ,Paved,RM,4.2,4.6,3.1,3.88,773321,263258,16453640
P09733,Velachery,1888,25-10-2005,38,3,2,5,AbNormal,No,28-10-1995,Others,NoSewr ,Paved,RM,2.6,4.2,4,3.74,365093,153104,11777200
P03979,Chrompet,887,01-12-2010,137,1,1,3,Normal Sale,Yes,10-12-1975,Others,AllPub,Gravel,RL,2.9,2.6,2.7,2.72,304334,123636,9510440
P06593,Chrompet,1162,18-07-2009,27,1,1,3,Partial,No,27-07-1972,Commercial,AllPub,Paved,RM,4.2,2.6,2.5,3.05,332724,106472,13308950
P03720,Karapakkam,1124,24-01-2011,112,1,1,3,Family,No,04-02-1965,House,NoSewr ,Paved,RM,4.9,2.8,2,3.11,267881,126891,7049500
P06895,KK Nagar,2392,26-04-2009,51,4,2,6,Partial,Yes,02-05-1987,House,NoSewr ,Gravel,RM,4.5,3,4.7,4.13,571171,106264,13283040
P08740,Chrompet,1256,05-09-2007,129,2,1,4,Family,Yes,13-09-1974,Commercial,NoSeWa,No Access,RL,4.8,4.4,3.1,4.13,420209,140070,14006950
P03656,T Nagar,1611,07-02-2011,192,1,1,4,Normal Sale,No,16-02-1974,Others,NoSewr ,Gravel,RH,4.4,2.3,3.7,3.56,329359,97588,12198470
P04551,KK Nagar,1399,11-08-2010,65,2,1,4,Normal Sale,No,13-08-2003,Others,NoSeWa,Gravel,RH,2,4.1,4.8,3.75,355170,191245,9106920
P02436,Velachery,1738,05-10-2011,30,2,1,4,Normal Sale,Yes,13-10-1979,Commercial,NoSeWa,No Access,RH,2.9,2.2,3,2.62,452873,183980,14152290
P09307,Velachery,1843,23-01-2007,148,3,2,5,Normal Sale,Yes,28-01-1988,Others,ELO,No Access,I,4.9,2,3.9,3.30,326046,197604,9880180
P01952,Chrompet,920,09-01-2012,87,1,1,3,AbNormal,No,18-01-1975,Others,ELO,Paved,RM,2.4,5,3.8,3.86,230098,102266,8522150
P02047,Anna Nagar,1804,19-12-2011,87,2,1,5,AbNormal,No,20-12-2006,House,NoSeWa,Gravel,RL,2.6,2.9,4.8,3.555,484106,209343,13083950
P07567,Chrompet,1272,30-09-2008,67,2,1,4,Partial,Yes,03-10-1999,Others,NoSewr ,Paved,RH,4.1,3.6,3.4,3.69,300538,51817,10363390
P07417,Velachery,1690,18-11-2008,28,2,1,4,AbNormal,No,02-12-1953,Others,ELO,Paved,RH,3.6,4.9,2.1,3.74,325691,105629,8802450
P10032,Velachery,1502,16-01-2004,170,2,1,4,Normal Sale,No,29-01-1950,House,NoSeWa,No Access,I,3.8,2.7,3.6,3.25,208132,94605,6307030
P01133,Chrompet,710,06-12-2012,83,1,1,2,Partial,Yes,09-12-2002,House,AllPub,No Access,RM,4.9,2.7,4.8,3.99,201563,120938,8062500
P05686,Chrompet,1060,12-01-2010,200,1,1,3,AbNormal,Yes,19-01-1983,Others,ELO,Paved,RH,3.9,3.6,4,3.81,299688,27244,9081450
P05160,Chrompet,952,17-04-2010,136,1,1,3,Partial,Yes,23-04-1984,Commercial,NoSeWa,No Access,RL,2.2,3.6,5,3.6,310978,80624,11517700
P09394,Adyar,1240,23-12-2006,51,2,2,4,Partial,Yes,01-01-1972,Commercial,AllPub,No Access,C,2.3,2.3,3.3,2.8,440371,163566,12582025
P04077,Anna Nagar,1540,13-11-2010,58,1,1,4,AdjLand,Yes,16-11-1999,Others,NoSewr ,Paved,RH,4.3,3.6,3.7,3.885,367494,104998,13124770
P00839,T Nagar,1991,22-06-2013,130,2,1,5,Normal Sale,No,25-06-2003,Commercial,NoSeWa,Paved,RM,2.2,3.2,3.2,2.9,870464,424072,22319600
P05014,Karapakkam,560,17-05-2010,117,1,1,2,Normal Sale,Yes,20-05-1999,Commercial,ELO,Gravel,I,4.7,3.9,4.2,4.26,220658,80908,7355250
P06143,KK Nagar,2419,14-10-2009,50,4,2,6,Partial,Yes,19-10-1990,Others,NoSeWa,Paved,RL,2.1,2.9,2.4,2.46,495503,169514,13039560
P08891,Velachery,1812,03-07-2007,39,3,2,5,Normal Sale,No,05-07-1996,House,NoSewr ,Gravel,RH,4.6,4.4,3.4,4.15,394123,70740,10105720
P07338,KK Nagar,2415,16-12-2008,33,4,2,6,AdjLand,Yes,20-12-1993,House,AllPub,Gravel,RM,3.5,2.6,4.5,3.63,596329,241371,14198300
P09396,Chrompet,1047,23-12-2006,92,1,1,3,Partial,No,29-12-1982,Commercial,ELO,No Access,RM,2.6,4.4,4.7,3.95,308547,106805,11867200
P02649,Adyar,954,27-08-2011,189,1,1,3,AdjLand,Yes,29-08-2000,Commercial,NoSeWa,No Access,RH,2.7,3.2,3.4,3.15,370163,86371,12338765
P06747,Adyar,641,06-06-2009,35,1,1,2,AdjLand,No,07-06-2004,House,NoSeWa,No Access,RH,2,2.3,3.5,2.81,187070,6236,6235675
P00863,Anna Nagar,1591,09-06-2013,157,1,1,4,Normal Sale,No,18-06-1976,House,NoSeWa,Gravel,RM,4.4,4.1,4.6,4.405,317733,73323,12220490
P06728,Anna Nagar,1815,11-06-2009,130,2,1,5,AdjLand,Yes,21-06-1969,Others,NoSewr ,Gravel,RH,2.2,3.8,3.2,3,389212,201814,14415250
P07025,Adyar,1027,19-03-2009,74,1,1,3,AbNormal,No,24-03-1991,House,NoSewr ,Gravel,A,4.3,3.4,4.1,4.02,259018,40898,6816270
P01617,Karapakkam,1181,08-03-2012,37,1,1,3,Normal Sale,Yes,17-03-1977,Commercial,NoSeWa,No Access,RL,3,4.8,3.7,3.82,397342,193577,10188250
P07654,Velachery,1998,11-09-2008,91,3,2,5,Family,Yes,20-09-1972,House,AllPub,Gravel,A,2.5,3.7,3.3,3.28,317782,121505,9346520
P04804,Karapakkam,1161,27-06-2010,19,1,1,3,Partial,Yes,03-07-1985,Others,ELO,Gravel,RM,5,3.1,3.1,3.67,304875,147818,9238625
P04298,Karapakkam,643,27-09-2010,192,1,1,2,Family,Yes,06-10-1974,Others,ELO,Gravel,A,4,3.5,2.3,3.17,200052,50013,4546625
P09314,T Nagar,1885,19-01-2007,117,2,1,5,AbNormal,No,24-01-1988,House,NoSeWa,No Access,RM,4.1,4.4,2.7,3.545,370688,63912,12782330
P02995,Adyar,674,17-06-2011,92,1,1,2,Normal Sale,No,26-06-1973,Others,ELO,Paved,RL,3.8,4.5,4.5,4.29,238018,14425,7212670
P00034,Chrmpet,884,30-01-2015,163,1,1,3,Partial,Yes,01-02-2007,Others,AllPub,Paved,RH,3.2,2,4.5,3.11,268028,138337,8646080
P03808,Karapakkam,1014,07-01-2011,195,1,1,3,Partial,Yes,16-01-1976,Commercial,ELO,Paved,RL,4.8,2.5,3.8,3.71,414617,115707,9642250
P09031,Adyar,719,07-05-2007,43,1,1,2,Family,No,13-05-1981,House,ELO,Paved,A,3.6,5,2.2,3.18,171943,35270,4408790
P04504,Karapakkam,792,18-08-2010,179,1,1,2,Family,No,30-08-1963,House,AllPub,Paved,A,2.6,3,4.3,3.4,113759,65005,3250250
P05616,KK Nagar,2085,25-01-2010,134,3,2,5,Family,No,29-01-1993,House,AllPub,Gravel,RM,4.4,2.1,4.1,3.59,570279,279320,11638340
P03715,Chrompet,1048,26-01-2011,6,1,1,3,AdjLand,Yes,29-01-1997,Commercial,NoSewr ,No Access,RL,4.2,3.5,2.2,3.32,433340,157578,13131500
P08206,Adyar,1069,22-03-2008,159,1,1,3,Partial,No,27-03-1988,Others,NoSeWa,Gravel,A,2.5,2.5,3,2.75,224582,35091,7018200
P03183,Adyar,868,09-05-2011,125,1,1,3,Partial,No,16-05-1983,Commercial,ELO,Paved,I,3.5,4.6,2.4,3.17,385077,48135,9626920
P02102,Karapakkam,862,10-12-2011,78,1,1,2,Family,No,11-12-2005,Commercial,NoSewr ,Paved,C,4.4,2,4.5,3.72,300982,143651,6840500
P04753,Velachery,1658,04-07-2010,143,2,1,4,AdjLand,No,07-07-1997,Commercial,AllPub,Paved,I,5,2.4,3.7,3.44,495168,192565,13754660
P01046,Anna Nagar,1814,29-01-2013,195,2,1,5,Family,No,31-01-2005,House,NoSeWa,Gravel,RM,2.8,3.8,2.6,2.97,539186,256114,13479660
P01618,Karapakkam,1512,08-03-2012,97,2,2,4,AbNormal,Yes,12-03-1997,House,NoSeWa,Paved,RM,2.1,4.6,2.7,3.09,481263,86627,9625250
P07007,KK Nagar,2330,27-03-2009,144,4,2,6,Partial,No,29-03-2003,Commercial,NoSewr ,Paved,RM,4,2.8,5,4.04,700269,331706,18428120
P04944,Karapakkam,507,29-05-2010,145,1,1,2,Partial,Yes,07-06-1975,Others,NoSeWa,Paved,A,3.2,3.6,4.5,3.84,122498,43235,3602875
P00058,Chrompet,863,08-01-2015,80,1,1,3,Family,No,16-01-1982,Commercial,NoSeWa,Paved,RL,4.3,3.9,3.3,3.84,304243,146876,10491150
P01713,Karapakkam,1622,21-02-2012,78,2,2,4,AbNormal,Yes,03-03-1970,House,ELO,No Access,I,2.7,4.6,3.4,3.55,293727,69935,6993500
P08209,Chrompet,796,22-03-2008,79,1,1,2,AdjLand,No,28-03-1986,Others,ELO,Paved,RH,4.7,3.2,2.6,3.47,202222,36111,7222220
P02268,Karapakkam,596,02-11-2011,161,1,1,2,Family,No,08-11-1984,House,NoSeWa,Paved,RL,2.7,3.1,3.5,3.14,215629,99926,5259250
P06136,Chrompet,945,15-10-2009,145,1,1,3,Normal Sale,No,18-10-1999,Commercial,NoSeWa,No Access,RL,2.6,4.8,3.7,3.81,353456,33137,11045500
P02169,Chrompet,840,25-11-2011,180,1,1,3,Partial,No,04-12-1975,Others,NoSeWa,No Access,RL,4.2,3.6,3.7,3.81,217338,74710,6791800
P00132,Anna Nagar,1799,22-11-2014,39,1,1,4,Normal Sale,No,01-12-1977,Others,NoSewr ,No Access,RM,2.9,3,5,3.765,329477,158149,13179060
P05946,T Nagar,1769,23-11-2009,79,1,1,4,AdjLand,No,30-11-1983,Commercial,NoSewr ,Paved,RM,3.9,3,4,3.72,680240,144293,20613320
P01933,KK Nagar,1354,13-01-2012,169,2,1,4,AdjLand,No,16-01-2000,Others,NoSewr ,Paved,RL,4.6,2.5,2.3,3.05,364655,233753,9350120
P09304,Anna Nagar,1979,25-01-2007,151,2,1,5,AbNormal,Yes,01-02-1978,House,NoSewr ,Paved,RL,4.8,3.9,4.9,4.615,493571,211530,14102030
P00278,Chrompet,1168,01-08-2014,15,1,1,3,Family,Yes,02-08-2009,Commercial,NoSewr ,Paved,RL,4.3,2.8,3.6,3.49,460901,144032,14403150
P06681,Velachery,1944,26-06-2009,152,3,2,5,AdjLand,No,05-07-1974,Others,NoSewr ,Paved,A,4.1,3.5,4.4,3.92,269721,80916,8990700
P01668,Karapakkam,1122,28-02-2012,115,1,1,3,Normal Sale,Yes,04-03-1994,House,NoSeWa,Gravel,RL,2.4,4,4.5,3.72,426925,85385,8538500
P09985,Velachery,1666,20-05-2004,161,2,1,4,Normal Sale,Yes,03-06-1951,Others,AllPub,Gravel,A,2.9,2,3,2.53,348980,122143,8724510
P00813,T Nagar,1977,07-07-2013,52,2,1,5,Normal Sale,Yes,15-07-1981,House,ELO,Paved,RL,3.4,5,4.9,4.475,419049,223493,13968290
P03136,KK Nagar,2237,20-05-2011,28,4,2,6,AbNormal,No,21-05-2006,Commercial,NoSewr ,Paved,RM,3.5,2.8,3.1,3.13,706887,344381,18125300
P09601,Velachery,1760,28-07-2006,42,2,1,4,Partial,No,11-08-1951,Others,ELO,Paved,I,2.1,2.7,2.6,2.52,306481,120980,8065300
P01362,Chrompet,1159,07-07-2012,108,1,1,3,AbNormal,No,13-07-1988,Others,NoSewr ,No Access,RH,3.4,2.2,2.1,2.53,224499,80178,8017830
P08894,Chrompet,874,02-07-2007,97,1,1,3,Family,No,04-07-1997,House,NoSewr ,Gravel,RH,2.3,2.1,4.7,2.94,227589,121381,7586300
